id,image_url,query,answers
train_743,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_743.jpg,why industry should be provided an opportunity ?,"['to provide EPA additional data/information', 'to provide EPA additional data/information.']"
train_744,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_744.jpg,What is the fullform of MCSA?,['Motor Carrier Safety Act']
train_745,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_745.jpg,how should be prioritization process ?,"['dynamic, iterative process', 'a dynamic, iterative process.']"
train_746,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_746.jpg,how many critical elements are included for prioritization to be successful ?,['three']
train_747,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_747.jpg,What is the fullform of ACC?,"['The American Chemistry Council', 'American Chemistry Council']"
train_748,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_748.jpg,What does ACC represents?,"['represents the leading companies engaged in the business of chemistry.', 'leading companies engaged in the business of chemistry']"
train_749,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_749.jpg,Who is the director of office of Pollution Prevention and Toxics?,['Wendy Cleland-Hamnett']
train_750,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_750.jpg,mention the first point of critical elements under prioritization to be successful,['reliable and up-to-date chemical data and information']
train_751,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_751.jpg,Who is the sender of this letter?,"['Nancy B. Beck, PhD, DABT', 'Nancy B. Beck']"
train_752,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_752.jpg,what is the title of this document?,"[""ACC's General Principles on Prioritization""]"
train_753,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_753.jpg,What is the date mentioned in this letter?,"['August 24, 2016']"
train_754,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_754.jpg,which has strongly supported OMB's efforts through its information quality act IQA guidelines?,['ACC']
train_755,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_755.jpg,What is the location of united states environmental protection agency ?,"['Washington, D.C. 20460', 'WASHINGTON, D.C.']"
train_756,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_756.jpg,Who is designated as agency ethics official and acting general counsel ?,['Kevin S. Minoli']
train_757,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_757.jpg,What is the page no mentioned in this document?,"['17', '17/Page']"
train_758,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_758.jpg,Which authority is utilized by EPA to hire a number of non-Senate-confirmed political appointees?,"['SDWA', 'SDWA authority']"
train_759,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_759.jpg,What will help deliver the results intended by congress?,['Effective and efficient risk evaluations']
train_760,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_760.jpg,"who said that EPA""is given the discretion to determine the conditions of use that the agency will address in its evaluation of the priority chemical",['senator vitter']
train_761,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_761.jpg,What is the abbreviation of The American Chemistry Council?,['ACC']
train_762,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_762.jpg,ACC strongly supported Congress' effort for which act?,['Toxic Substances Control Act']
train_763,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_763.jpg,"On what , the EPA may rely when in need of additional data?",['on models and extrapolations.']
train_764,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_764.jpg,In which year atomic energy act came into force?,['1954']
train_765,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_765.jpg,What is the page no mentioned in this document?,"['30/Page', '30']"
train_766,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_766.jpg,under which section the tax is imposed?,['4181']
train_767,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_767.jpg,What is the date mentioned in this document?,"['August 29,2011', 'August 29, 2011']"
train_768,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_768.jpg,which code is related to section 4181 tax is imposed?,['internal revenue code']
train_769,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_769.jpg,which excludes a number of chemical categories from its statutory scope?,['TSCA']
train_770,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_770.jpg,which urges EPA to remove this wavier requirement from the prioritisation rule ?,['ACC']
train_771,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_771.jpg,what should be able to be modified-expanded or contracted ?,['low priority designations']
train_772,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_772.jpg,mention the email Id of Dr. kimberly wise email id ?,"['Kimberly_Wise@americanchemistry.com', 'Kimberly_wise@americanchemistry.com']"
train_773,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_773.jpg,who is senior director for ARASP in this letter?,"['kimberly wise, Ph.D.', 'KIMBERLY WISE']"
train_774,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_774.jpg,who is selected for an appointment in this letter?,"['Nancy beck', 'nancy beck']"
train_775,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_775.jpg,what does EPA stands for ?,"['ENVIRONMENTAL PROTECTION AGENCY', 'environmental protection agency']"
train_776,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_776.jpg,"At what time does the orientation start on Monday, May 1, 2017?",['8:30 am.']
train_777,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_777.jpg,Mention the compensation for beck's AD position has been set per annum,"['$161,900']"
train_778,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_778.jpg,what is the effective date of beck's appointment?,"['april 30, 2017', 'April 30,2017.']"
train_779,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_779.jpg,What does the Figure 1 show?,"['A Two-step Process for Conducting Risk Evaluations', 'A Two-Step Process for Conducting Risk Evaluations']"
train_780,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_780.jpg,What is the name of STEP 2?,"['Refined Risk Evaluation', 'REFINED RISK EVALUATION']"
train_781,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_781.jpg,which are viewed as the indicators of exposure?,['persistence and bioaccumulation']
train_782,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_782.jpg,What is STEP 1 in the diagram?,"['Scope/Screening', 'SCOPE/SCREENING']"
train_783,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_783.jpg,what does CMP stands for?,['chemical management program']
train_784,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_784.jpg,What is the full form of TSCA?,['Toxic Substances Control Act']
train_785,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_785.jpg,What is the page no mentioned in this document?,['24']
train_786,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_786.jpg,P&B criteria of the proposed approach are targeted towards?,['organic chemicals']
train_787,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_787.jpg,which can be defined using a vapour presure cut-off ?,['volatile chemicals']
train_788,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_788.jpg,EPA might consider risk evaluations over time based on which century's tools and methods?,"['21st Century', '21st century', '21st Century tools and methods', '21st']"
train_789,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_789.jpg,What is the heading of the second paragraph?,"[""Summary of ACC's Recommendations:"", ""Summary of ACC's Recommendations"", ""VIII. Summary of ACC's Recommendations:""]"
train_790,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_790.jpg,what does TMF stands for?,['trophic magnification factor']
train_791,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_791.jpg,What is the heading of the first paragraph?,"['Repopulation of High Priority Substances', 'E. Repopulation of High Priority Substances']"
train_792,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_792.jpg,In what case do they have to bring a Voided check?,['if you will be moving your direct deposit to another financial institution']
train_793,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_793.jpg,What is the first topic in table of contents?,['EXECUTIVE SUMMARY']
train_794,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_794.jpg,What is the first topic under introduction?,"[""ACC'S Vision for a TSCA Prioritization Process Consistent with the LCSA""]"
train_795,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_795.jpg,The point VII is from which page?,"['22', 'page 22']"
train_796,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_796.jpg,Health Rank Score of Ranking: Medium High?,['3']
train_797,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_797.jpg,What is the date mentioned in this document?,"['August 29, 2011']"
train_798,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_798.jpg,What is the critical tool used for American Crop production?,['Chlorpyrifos']
train_799,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_799.jpg,Why do farmers rely on Chlorpyrifos?,"['because of its efficacy, broad spectrum control, low cost, and tank mix compatibility.']"
train_800,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_800.jpg,"When a outbreak of a new pest occurs, what do growers look to?","['Chlorpyrifos as a proven first-line of defense', 'Chlorpyrifos as a proven first-line of defense.', 'Chlorpyrifos']"
train_801,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_801.jpg,Which state of United States does Justiin Lynch belongs to?,['Washington']
train_802,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_802.jpg,What is the percentage of Government/Non-Profit project sponsors?,['68%']
train_803,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_803.jpg,What is the page no mentioned in this document?,['3']
train_804,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_804.jpg,What is the subheading mentioned in this document?,['Comments on the RfD']
train_805,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_805.jpg,Which was the court ordered deadline to issue a final rule on chlorpyrifos tolerances?,"['MARCH 31, 2017', 'March 31, 2017,', 'March 31, 2017']"
train_806,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_806.jpg,Who was responsible for educating other scientists on risk issues?,"['Director and President.', 'PROFESSOR']"
train_807,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_807.jpg,Whose written statement does the document contain?,"['Nancy B. Beck, Ph.D., DABT']"
train_808,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_808.jpg,When is the Written Statement dated on?,"['March 9, 2017']"
train_809,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_809.jpg,Which councils name is mentioned at the top?,['American Chemistry Council']
train_810,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_810.jpg,What is the invoice number for this invoice?,"['1338', '1338.']"
train_811,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_811.jpg,What date was the invoice issued on?,"['OCT. 16, 1968', 'Oct. 16, 1968.']"
train_812,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_812.jpg,What is the total amount in the invoice?,"['222', '222 00']"
train_813,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_813.jpg,Where was the Phoenix Musical Theatre Guild's annual holiday luncheon held?,"['Phoenix Country Club', 'Phoenix Country Club.', 'at the Phoenix Country Club']"
train_814,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_814.jpg,When was the Phoenix Musical Theatre Guild's annual holiday luncheon held?,"['At noon Dec.10', 'at noon Dec. 10']"
train_815,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_815.jpg,What is the NET WT.?,"['5 POUNDS', '5 Pounds.']"
train_816,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_816.jpg,Heading of the document,['FREE OFFER']
train_817,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_817.jpg,Great western sugar company sales department room number is,"['514', 'Room 514']"
train_818,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_818.jpg,"Who is the ""Good Wishes"" offer from?","['G W Sugar', 'G W Sugar.']"
train_819,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_819.jpg,Where is the Great Western Sugar Company located?,"['Denver, Colorado', 'Denver, Colorado.', 'Denver, Colorado 80217']"
train_820,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_820.jpg,Which company is raising this invoice?,"['FRYE-SILLS & BRIDGES, inc.']"
train_821,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_821.jpg,what is the invoice number,['12649']
train_822,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_822.jpg,What is the invoice number given?,['12649']
train_823,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_823.jpg,Invoice total amount is,"['94.00', '94.00***', '94']"
train_824,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_824.jpg,In whose honor is the factory named?,['FRANK A.KEMP']
train_825,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_825.jpg,Where does the bus leave from at Denver?,['General Office parking lot.']
train_826,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_826.jpg,Whan was the trip to the Goodland factory for the Open House?,"['Saturday, June 8', 'Saturday, June 8.', 'June 8']"
train_827,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_827.jpg,When is the letter dated on?,"['June 3, 1968', 'June 3, 1968.']"
train_828,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_828.jpg,Who has signed the letter?,"['Jim Lyon', 'Jim Lyon.']"
train_829,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_829.jpg,Where is the meeting held?,"['BOARD ROOM', 'Board Room.']"
train_830,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_830.jpg,What is Larry McGhee presenting?,['Godchaux-Henderson Story']
train_831,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_831.jpg,When is the letter dated on?,"['DECEMBER 11TH, 1968', 'DECEMBER 11th, 1968.']"
train_832,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_832.jpg,Who is the sender of this memorandum?,['C. F. DAVAN']
train_833,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_833.jpg,When was the Mountain State Annual Meeting held?,"['Monday, November 24, 1975', 'Monday, November 24, 1975.']"
train_834,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_834.jpg,What is the lunch time?,"['12:15 - 1:30 P.M.', '12:15 -1:30 p.m']"
train_835,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_835.jpg,Who is this itinerary in the document for?,"['NEW YORK SOCIETY OF ANALYSTS', 'New York Society of Analysts.']"
train_836,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_836.jpg,What is the itinerary for?,"['VISIT TO GREAT WESTERN UNITED LOCATIONS', 'A visit to Great Western United Locations.']"
train_837,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_837.jpg,What date does the visit start?,"['WEDNESDAY, JANUARY 29, 1969', 'Wednesday, January 29, 1969.']"
train_838,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_838.jpg,What date does the visit end?,"['FRIDAY, JANUARY 31, 1969', 'Friday, January 31, 1969.']"
train_839,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_839.jpg,What type of schedule is given here?,['1975 ANNUAL MEETING SCHEDULE']
train_840,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_840.jpg,In whose honor is the factory named?,"['FRANK A. KEMP', 'FRANK A. KEMP.']"
train_841,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_841.jpg,Who is the president and chairman of the board in Great Western United Corporation?,"['William M. White, Jr.']"
train_842,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_842.jpg,What date is the Society of Analysts Meeting held?,"['January 30-31, 1969']"
train_843,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_843.jpg,where is the lunch scheduled at?,"[""Shakey's"", ""at Shakey's""]"
train_844,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_844.jpg,When is the letter written on?,"['Monday, January 13th 1969', 'January 13th 1969']"
train_845,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_845.jpg,How many travellers are there for the tour?,"['16', '14']"
train_846,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_846.jpg,"Who is in the ""Musical Prelude"" ?","['Ottawa-Glandorf High School Stage Band', 'Ottawa-Glandorf High School Stage Band.']"
train_847,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_847.jpg,Who is the spokesman for Colorcraft's mail order film developing program?,['Roger Staubach']
train_848,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_848.jpg,To Whom is this letter addressed to?,['Mr. William M. Nelson']
train_849,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_849.jpg,Who wrote this letter?,['Philip A. Koller']
train_850,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_850.jpg,Through whom will colorcraft redeem these coupons?,"[""A.C. Nielsen, world's largest coupon redemption center""]"
train_851,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_851.jpg,What is the date on the document?,"['March 1, 1963']"
train_852,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_852.jpg,Who does Yugoslavia pardon?,"['Lazlo Toth', 'Toth']"
train_853,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_853.jpg,What was Lazlo Toth arrested for?,"['""industrial espionage""', 'Industrial Espionage', 'industrial espionage']"
train_854,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_854.jpg,Which newspaper is the article from?,"['THE DENVER POST', 'The Denver Post']"
train_855,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_855.jpg,Which date was the article printed on?,"['Fri., July 16, 1976', 'Fri, July 16, 1976']"
train_856,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_856.jpg,Which town is Lazlo Toth a resident of?,['Thornton']
train_857,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_857.jpg,What is the date on this letter?,"['March 24, 1976']"
train_858,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_858.jpg,Who has signed this letter?,"[""Jack O'Connell""]"
train_859,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_859.jpg,Which company does the letterpad belong to?,"['The Sugar Association, Inc.']"
train_860,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_860.jpg,Which crop contract contains the agreement between The Great Western Sugar company and the respective Grower association?,"['1976-1977-1978 Crop Contract', '1976-1977-1978']"
train_861,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_861.jpg,Who is the president of The Great Western Sugar Company?,['Robert R. Owen']
train_862,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_862.jpg,Who is the sender of the invitation?,['Robert R. Owen']
train_863,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_863.jpg,Where is the dinner held?,"['The Northern Hotel  Billings, Montana', 'The Northern Hotel, Billings, Montana.', 'The Northern Hotel']"
train_864,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_864.jpg,On what date is the dinner?,"['January eighth Nineteen hundred and sixty-nine', 'Wednesday, January eighth Nineteen hundred and sixty-nine']"
train_865,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_865.jpg,Which newspaper printed this article?,"['THE EVENING STAR', 'The evening star']"
train_866,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_866.jpg,When was it printed?,"['Thursday, July 15, 1971']"
train_867,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_867.jpg,What is the P. O.Box number in the document?,['5308']
train_868,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_868.jpg,Where is the Great Western Sugar Company located?,"['Deaver, Colorado']"
train_869,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_869.jpg,What is the date on the article?,"['march 26, 1977', 'March 26, 1977']"
train_870,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_870.jpg,When was the article printed?,"['Thursday, August 5, 1971']"
train_871,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_871.jpg,To Whom is this letter addressed to?,"['Mr. Ralph Hettinger', 'Ralph']"
train_872,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_872.jpg,Who is this letter from?,['A. E. Omdahl']
train_873,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_873.jpg,Who has signed this letter?,['A. E. Omdahl']
train_874,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_874.jpg,What is the date on the letter?,"['January 13, 1969']"
train_875,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_875.jpg,The photo has the aerial view of which company?,['The Great Western Sugar']
train_876,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_876.jpg,when is the article printed on?,"['WEEKEND, MAY 31-JUNE 1, 1975']"
train_877,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_877.jpg,What is the advertisement for?,['WESTCARD']
train_878,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_878.jpg,Which bank is the advertisement from?,"['WESTLAND NATIONAL BANK', 'Westland National Bank', 'WNB']"
